epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.73E+12,2024-10-23T14.41.14.682,1.9,7.317,-25.366,-2.378
1.73E+12,2024-10-23T14.41.14.692,1.91,7.378,-28.902,-2.317
1.73E+12,2024-10-23T14.41.14.702,1.92,7.5,-33.841,-2.317
1.73E+12,2024-10-23T14.41.14.712,1.93,7.744,-38.476,-2.317
1.73E+12,2024-10-23T14.41.14.722,1.94,7.927,-42.378,-2.378
1.73E+12,2024-10-23T14.41.14.732,1.95,8.049,-45.732,-2.317
1.73E+12,2024-10-23T14.41.14.742,1.96,8.293,-48.476,-2.134
1.73E+12,2024-10-23T14.41.14.752,1.97,8.293,-50.427,-2.073
1.73E+12,2024-10-23T14.41.14.762,1.98,8.293,-51.829,-1.89
1.73E+12,2024-10-23T14.41.14.772,1.99,8.171,-53.049,-1.951
1.73E+12,2024-10-23T14.41.14.782,2,7.927,-54.207,-1.768
1.73E+12,2024-10-23T14.41.14.792,2.01,7.5,-55,-1.524
1.73E+12,2024-10-23T14.41.14.802,2.02,7.378,-55.305,-1.524
1.73E+12,2024-10-23T14.41.14.812,2.03,6.89,-55.366,-1.646
1.73E+12,2024-10-23T14.41.14.822,2.04,6.098,-55.915,-1.585
1.73E+12,2024-10-23T14.41.14.832,2.05,5.183,-56.037,-1.707
1.73E+12,2024-10-23T14.41.14.842,2.06,4.207,-55.793,-2.012
1.73E+12,2024-10-23T14.41.14.852,2.07,3.11,-55.671,-2.195
1.73E+12,2024-10-23T14.41.14.862,2.08,1.829,-55.976,-2.317
1.73E+12,2024-10-23T14.41.14.872,2.09,0.732,-56.402,-2.744
1.73E+12,2024-10-23T14.41.14.882,2.1,-0.61,-57.561,-3.232
1.73E+12,2024-10-23T14.41.14.892,2.11,-2.012,-59.695,-3.232
1.73E+12,2024-10-23T14.41.14.902,2.12,-3.293,-61.585,-3.171
1.73E+12,2024-10-23T14.41.14.912,2.13,-4.329,-62.073,-3.354
1.73E+12,2024-10-23T14.41.14.922,2.14,-5.122,-61.768,-3.415
1.73E+12,2024-10-23T14.41.14.932,2.15,-5.854,-60.915,-3.354
1.73E+12,2024-10-23T14.41.14.942,2.16,-6.402,-59.451,-3.72
1.73E+12,2024-10-23T14.41.14.952,2.17,-7.134,-58.72,-4.268
1.73E+12,2024-10-23T14.41.14.962,2.18,-8.049,-58.659,-4.817
1.73E+12,2024-10-23T14.41.14.972,2.19,-8.841,-58.598,-5.671
1.73E+12,2024-10-23T14.41.14.982,2.2,-9.756,-58.72,-6.585
1.73E+12,2024-10-23T14.41.14.992,2.21,-10.854,-59.329,-7.012
1.73E+12,2024-10-23T14.41.15.002,2.22,-11.829,-60.427,-7.5
1.73E+12,2024-10-23T14.41.15.012,2.23,-12.927,-61.951,-7.561
1.73E+12,2024-10-23T14.41.15.022,2.24,-13.659,-63.598,-7.439
1.73E+12,2024-10-23T14.41.15.032,2.25,-14.207,-64.573,-7.256
1.73E+12,2024-10-23T14.41.15.042,2.26,-15.061,-65.061,-7.134
1.73E+12,2024-10-23T14.41.15.052,2.27,-16.098,-65.854,-7.134
1.73E+12,2024-10-23T14.41.15.062,2.28,-17.561,-66.524,-7.195
1.73E+12,2024-10-23T14.41.15.072,2.29,-18.902,-66.829,-7.317
1.73E+12,2024-10-23T14.41.15.082,2.3,-20.305,-67.744,-7.439
1.73E+12,2024-10-23T14.41.15.092,2.31,-21.768,-70.122,-6.951
1.73E+12,2024-10-23T14.41.15.102,2.32,-22.683,-72.622,-5.671
1.73E+12,2024-10-23T14.41.15.112,2.33,-22.927,-72.988,-3.841
1.73E+12,2024-10-23T14.41.15.122,2.34,-22.256,-71.28,-1.646
1.73E+12,2024-10-23T14.41.15.132,2.35,-20.549,-68.78,1.159
1.73E+12,2024-10-23T14.41.15.142,2.36,-17.256,-66.768,4.756
1.73E+12,2024-10-23T14.41.15.152,2.37,-12.256,-66.524,8.415
1.73E+12,2024-10-23T14.41.15.162,2.38,-6.707,-68.537,10.61
1.73E+12,2024-10-23T14.41.15.172,2.39,-1.28,-70.549,10.366
1.73E+12,2024-10-23T14.41.15.182,2.4,3.659,-70.549,7.866
1.73E+12,2024-10-23T14.41.15.192,2.41,8.049,-68.232,3.78
1.73E+12,2024-10-23T14.41.15.202,2.42,11.524,-64.634,-0.732
1.73E+12,2024-10-23T14.41.15.212,2.43,14.329,-60.488,-4.268
1.73E+12,2024-10-23T14.41.15.222,2.44,17.256,-56.707,-6.585
1.73E+12,2024-10-23T14.41.15.232,2.45,20.122,-54.512,-7.683
1.73E+12,2024-10-23T14.41.15.242,2.46,22.256,-52.866,-7.927
1.73E+12,2024-10-23T14.41.15.252,2.47,23.476,-50.305,-7.988
1.73E+12,2024-10-23T14.41.15.262,2.48,24.146,-46.159,-8.171
1.73E+12,2024-10-23T14.41.15.272,2.49,23.78,-41.585,-8.11
1.73E+12,2024-10-23T14.41.15.282,2.5,22.317,-36.463,-8.171
1.73E+12,2024-10-23T14.41.15.292,2.51,20.183,-30.854,-8.171
1.73E+12,2024-10-23T14.41.15.302,2.52,17.195,-25.366,-7.683
1.73E+12,2024-10-23T14.41.15.312,2.53,13.963,-19.451,-6.829
1.73E+12,2024-10-23T14.41.15.322,2.54,10.732,-14.146,-5.732
1.73E+12,2024-10-23T14.41.15.332,2.55,7.378,-10.366,-4.024
