epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.73272E+12,2024-11-27T10.04.47.008,4.22,-0.984,0.207,0.136
1.73272E+12,2024-11-27T10.04.47.018,4.23,-0.987,0.211,0.133
1.73272E+12,2024-11-27T10.04.47.028,4.24,-0.981,0.21,0.134
1.73272E+12,2024-11-27T10.04.47.038,4.25,-0.981,0.207,0.131
1.73272E+12,2024-11-27T10.04.47.048,4.26,-0.985,0.208,0.134
1.73272E+12,2024-11-27T10.04.47.058,4.27,-0.983,0.207,0.131
1.73272E+12,2024-11-27T10.04.47.068,4.28,-0.98,0.211,0.128
1.73272E+12,2024-11-27T10.04.47.078,4.29,-0.981,0.207,0.13
1.73272E+12,2024-11-27T10.04.47.088,4.3,-0.982,0.198,0.13
1.73272E+12,2024-11-27T10.04.47.098,4.31,-0.978,0.194,0.131
1.73272E+12,2024-11-27T10.04.47.108,4.32,-0.978,0.195,0.131
1.73272E+12,2024-11-27T10.04.47.118,4.33,-0.984,0.192,0.131
1.73272E+12,2024-11-27T10.04.47.128,4.34,-0.984,0.191,0.133
1.73272E+12,2024-11-27T10.04.47.138,4.35,-0.983,0.187,0.135
1.73272E+12,2024-11-27T10.04.47.148,4.36,-0.982,0.189,0.134
1.73272E+12,2024-11-27T10.04.47.158,4.37,-0.978,0.189,0.137
1.73272E+12,2024-11-27T10.04.47.168,4.38,-0.977,0.187,0.137
1.73272E+12,2024-11-27T10.04.47.178,4.39,-0.977,0.186,0.138
1.73272E+12,2024-11-27T10.04.47.188,4.4,-0.984,0.189,0.14
1.73272E+12,2024-11-27T10.04.47.198,4.41,-0.991,0.195,0.136
1.73272E+12,2024-11-27T10.04.47.208,4.42,-0.985,0.194,0.136
1.73272E+12,2024-11-27T10.04.47.218,4.43,-0.973,0.191,0.132
1.73272E+12,2024-11-27T10.04.47.228,4.44,-0.972,0.193,0.133
1.73272E+12,2024-11-27T10.04.47.238,4.45,-0.975,0.193,0.133
1.73272E+12,2024-11-27T10.04.47.248,4.46,-0.978,0.196,0.139
1.73272E+12,2024-11-27T10.04.47.258,4.47,-0.98,0.195,0.139
1.73272E+12,2024-11-27T10.04.47.268,4.48,-0.983,0.193,0.133
1.73272E+12,2024-11-27T10.04.47.278,4.49,-0.982,0.197,0.138
1.73272E+12,2024-11-27T10.04.47.288,4.5,-0.988,0.199,0.136
