epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.73293E+12,2024-11-29T19.43.39.286,2.78,-0.788,0.44,0.174
1.73293E+12,2024-11-29T19.43.39.296,2.79,-0.767,0.448,0.163
1.73293E+12,2024-11-29T19.43.39.306,2.8,-0.738,0.461,0.155
1.73293E+12,2024-11-29T19.43.39.316,2.81,-0.715,0.486,0.149
1.73293E+12,2024-11-29T19.43.39.326,2.82,-0.693,0.504,0.142
1.73293E+12,2024-11-29T19.43.39.336,2.83,-0.659,0.519,0.133
1.73293E+12,2024-11-29T19.43.39.346,2.84,-0.636,0.535,0.13
1.73293E+12,2024-11-29T19.43.39.356,2.85,-0.625,0.547,0.132
1.73293E+12,2024-11-29T19.43.39.366,2.86,-0.598,0.565,0.131
1.73293E+12,2024-11-29T19.43.39.376,2.87,-0.563,0.58,0.132
1.73293E+12,2024-11-29T19.43.39.386,2.88,-0.515,0.596,0.13
1.73293E+12,2024-11-29T19.43.39.396,2.89,-0.475,0.639,0.119
1.73293E+12,2024-11-29T19.43.39.406,2.9,-0.455,0.684,0.12
1.73293E+12,2024-11-29T19.43.39.416,2.91,-0.456,0.718,0.123
1.73293E+12,2024-11-29T19.43.39.426,2.92,-0.418,0.744,0.121
1.73293E+12,2024-11-29T19.43.39.436,2.93,-0.396,0.802,0.101
1.73293E+12,2024-11-29T19.43.39.446,2.94,-0.458,0.87,0.128
1.73293E+12,2024-11-29T19.43.39.456,2.95,-0.503,0.893,0.154
1.73293E+12,2024-11-29T19.43.39.466,2.96,-0.495,0.937,0.164
1.73293E+12,2024-11-29T19.43.39.476,2.97,-0.435,1.007,0.165
1.73293E+12,2024-11-29T19.43.39.486,2.98,-0.385,1.069,0.155
1.73293E+12,2024-11-29T19.43.39.496,2.99,-0.379,1.137,0.162
1.73293E+12,2024-11-29T19.43.39.506,3,-0.362,1.184,0.166
1.73293E+12,2024-11-29T19.43.39.516,3.01,-0.339,1.215,0.155
1.73293E+12,2024-11-29T19.43.39.526,3.02,-0.312,1.233,0.157
1.73293E+12,2024-11-29T19.43.39.536,3.03,-0.284,1.232,0.157
1.73293E+12,2024-11-29T19.43.39.546,3.04,-0.25,1.225,0.144
1.73293E+12,2024-11-29T19.43.39.556,3.05,-0.222,1.21,0.136
1.73293E+12,2024-11-29T19.43.39.566,3.06,-0.203,1.188,0.132
1.73293E+12,2024-11-29T19.43.39.576,3.07,-0.194,1.176,0.11
1.73293E+12,2024-11-29T19.43.39.586,3.08,-0.189,1.172,0.108
