epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.72974E+12,2024-10-23T21.59.25.707,1.76,-43.659,97.439,21.89
1.72974E+12,2024-10-23T21.59.25.717,1.77,-45.427,96.585,22.012
1.72974E+12,2024-10-23T21.59.25.727,1.78,-47.439,96.402,21.341
1.72974E+12,2024-10-23T21.59.25.737,1.79,-49.756,97.866,20.671
1.72974E+12,2024-10-23T21.59.25.747,1.8,-52.256,99.573,20.671
1.72974E+12,2024-10-23T21.59.25.757,1.81,-54.329,101.951,20.244
1.72974E+12,2024-10-23T21.59.25.767,1.82,-56.037,105.122,19.268
1.72974E+12,2024-10-23T21.59.25.777,1.83,-57.561,107.622,18.171
1.72974E+12,2024-10-23T21.59.25.787,1.84,-58.72,109.268,17.805
1.72974E+12,2024-10-23T21.59.25.797,1.85,-59.207,111.159,17.317
1.72974E+12,2024-10-23T21.59.25.807,1.86,-58.659,112.012,16.951
1.72974E+12,2024-10-23T21.59.25.817,1.87,-57.683,109.756,17.439
1.72974E+12,2024-10-23T21.59.25.827,1.88,-56.829,105.305,18.476
1.72974E+12,2024-10-23T21.59.25.837,1.89,-55.854,100.488,19.268
1.72974E+12,2024-10-23T21.59.25.847,1.9,-53.841,95.854,19.39
1.72974E+12,2024-10-23T21.59.25.857,1.91,-50.61,91.89,19.268
1.72974E+12,2024-10-23T21.59.25.867,1.92,-46.402,85.488,19.634
1.72974E+12,2024-10-23T21.59.25.877,1.93,-41.707,75.671,20.549
1.72974E+12,2024-10-23T21.59.25.887,1.94,-36.585,67.012,21.402
1.72974E+12,2024-10-23T21.59.25.897,1.95,-31.402,60.122,22.012
1.72974E+12,2024-10-23T21.59.25.907,1.96,-27.073,52.805,22.317
1.72974E+12,2024-10-23T21.59.25.917,1.97,-23.598,45.244,21.585
1.72974E+12,2024-10-23T21.59.25.927,1.98,-20.732,38.78,19.756
1.72974E+12,2024-10-23T21.59.25.937,1.99,-18.841,33.415,17.561
1.72974E+12,2024-10-23T21.59.25.947,2,-17.744,27.378,16.098
1.72974E+12,2024-10-23T21.59.25.957,2.01,-16.463,20.732,14.573
1.72974E+12,2024-10-23T21.59.25.967,2.02,-14.695,15.122,12.378
1.72974E+12,2024-10-23T21.59.25.977,2.03,-12.622,10.61,9.939
1.72974E+12,2024-10-23T21.59.25.987,2.04,-10.549,5.549,8.171
1.72974E+12,2024-10-23T21.59.25.997,2.05,-8.598,1.098,6.951
1.72974E+12,2024-10-23T21.59.26.007,2.06,-6.037,-1.89,4.756
1.72974E+12,2024-10-23T21.59.26.017,2.07,-3.537,-6.037,1.707
1.72974E+12,2024-10-23T21.59.26.027,2.08,-0.976,-11.89,-1.768
1.72974E+12,2024-10-23T21.59.26.037,2.09,1.28,-17.683,-4.878
1.72974E+12,2024-10-23T21.59.26.047,2.1,3.049,-22.5,-7.744
1.72974E+12,2024-10-23T21.59.26.057,2.11,5,-25.976,-10.976
1.72974E+12,2024-10-23T21.59.26.067,2.12,6.89,-28.598,-14.756
1.72974E+12,2024-10-23T21.59.26.077,2.13,8.11,-31.341,-17.317
1.72974E+12,2024-10-23T21.59.26.087,2.14,9.146,-33.841,-18.171
1.72974E+12,2024-10-23T21.59.26.097,2.15,10.732,-35.854,-19.268
1.72974E+12,2024-10-23T21.59.26.107,2.16,12.683,-39.756,-21.037
1.72974E+12,2024-10-23T21.59.26.117,2.17,14.817,-46.28,-22.927
1.72974E+12,2024-10-23T21.59.26.127,2.18,17.378,-53.293,-24.512
1.72974E+12,2024-10-23T21.59.26.137,2.19,19.024,-58.659,-25.061
1.72974E+12,2024-10-23T21.59.26.147,2.2,19.756,-62.866,-23.659
1.72974E+12,2024-10-23T21.59.26.157,2.21,20.244,-65.427,-21.829
1.72974E+12,2024-10-23T21.59.26.167,2.22,20.244,-68.293,-18.659
1.72974E+12,2024-10-23T21.59.26.177,2.23,19.268,-73.11,-11.402
1.72974E+12,2024-10-23T21.59.26.187,2.24,19.329,-76.585,-3.293
